tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
6037199700,38892,1204,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2347,10410497.4609375,13808.4632410147
6037199801,41027,903,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,2348,3724106.85449219,9459.39182732314
6037199802,42500,612,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,2349,3296128.60546875,8868.7442248366
6037199900,37232,845,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,2350,4782360.92285156,10141.7280220524
6037201110,65000,782,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2351,10992458.0566406,15893.3836362005
6037201120,78750,1233,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2352,8477293.32617188,13504.9177704466
6037201200,49500,776,Very Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2353,4612278.71386719,10208.9505208962
6037201301,66658,1117,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2354,9414202.77832031,18595.3885423255
6037201302,102654,1899,Above Moderate Income,No,No,No,District 1,Los Angeles - Highland Park,SPA 4 - Metro,2355,10671943.7089844,14894.7665533714
6037201401,53050,1273,Very Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2356,14162701.1113281,15449.7624668054
6037201402,54137,1519,Very Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2357,20831565.21875,18870.5827674604
6037201501,69153,1536,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2358,9520485.640625,14185.0892357448
6037201503,50344,1025,Very Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2359,4712856.25292969,9121.1442804331
6037201504,59167,640,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2360,3937450.05175781,9476.65646399195
6037201601,47465,759,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2361,5989464.77929688,10928.0419707895
6037201602,65625,796,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,2362,11481095.9111328,18567.4044831871
6037201700,64844,1469,Low Income,Yes,No,Yes,District 1,Los Angeles - University Hills,SPA 4 - Metro,2363,18289606.4267578,20636.5668319081
6037203100,39329,1248,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2364,7129819.72167969,11829.9124037394
6037203200,57031,1348,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2365,5493896.24511719,10209.5503314963
6037203300,41250,433,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2366,15937496.7421875,15581.4837631728
6037203500,40524,981,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2367,17896885.2734375,18825.822752702
6037203601,50345,823,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2368,3595069.3203125,12438.141528599
6037203602,53333,556,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2369,2435445.70605469,6781.75309721164
6037203710,60978,818,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2370,3036028.59277344,7623.77931285554
6037203720,48684,988,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2371,3456064.82128906,7965.71868437541
6037203800,45000,1266,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2372,5236904.2578125,9426.91300122421
6037203900,59479,705,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2373,4820099.33300781,12064.0443147393
6037204110,59067,849,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2374,6496519.90527344,10204.5960857854
6037204120,60441,768,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2375,2822350.29785156,6970.22870586768
6037204200,38919,988,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2376,3242329.5078125,7623.72918950464
6037204300,51359,1357,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2377,6926376.47363281,10887.9795830408
6037204410,63214,668,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2378,3196327.39941406,7592.69194033303
6037204420,32993,871,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2379,3252575.08105469,7655.41242688088
6037204600,33587,1144,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2380,6201551.64453125,12222.8879585773
6037204700,59735,1237,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2381,10907423.2275391,13331.4615318919
6037204810,46964,1301,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2382,8327932.84472656,11953.620001894
6037204820,49375,517,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2383,3446622.07226563,8345.42760666259
6037204910,40313,968,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2384,5538623.95019531,9616.4075898784
6037204920,59345,667,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2385,9771951.94824219,12570.5753517188
6037205110,47194,833,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2386,2956008.29492188,9068.86721480584
6037205120,29804,890,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,2387,15952710.9560547,19218.2535781039
6037206010,41395,1418,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2388,15714297.7324219,20599.4311936173
6037206020,105972,281,Above Moderate Income,No,No,No,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2389,9395603.39355469,11938.5563604867
6037206050,35795,821,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2390,19183090.3291016,25485.7001959992
6037402705,78667,868,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2391,9314329.82714844,12971.271031193
6037402706,73784,928,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2392,11470814.4707031,13790.5215066862
6037402801,45756,1084,Very Low Income,Yes,Yes,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2393,19570734.1650391,22076.2877562264
6037402803,52857,714,Very Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2394,6782161.09667969,10582.1390051235
6037402804,51903,954,Very Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2395,14173729.0957031,16157.1580972152
6037402902,64511,1645,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2396,19841932.1748047,20582.3830242299
6037402903,56976,947,Very Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2397,17098139.4443359,16949.8804386065
6037402904,63929,844,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2398,20545177.4394531,20768.1525402471
6037403000,63505,1539,Low Income,Yes,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2399,25935118.1005859,25674.654163569
6037403305,115926,678,Above Moderate Income,No,No,No,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2400,15852928.9345703,16169.6051387206
6037403316,82383,2600,Low Income,No,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2401,31227870.4296875,28407.3514121093
6037403317,102150,1663,Above Moderate Income,No,No,No,District 1,City of Pomona,SPA 3 - San Gabriel,2402,45249838.1503906,38495.647543656
6037403318,87121,2042,Low Income,No,No,Yes,District 1,City of Pomona,SPA 3 - San Gabriel,2403,36313472.5634766,30162.6617900315
6037403319,90053,1632,Low Income,No,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2404,23949384.9863281,19902.2604647346
6037403320,126328,1561,Above Moderate Income,No,No,No,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2405,42268290.5195313,28539.8300731742
6037403321,109924,1722,Above Moderate Income,No,No,No,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2406,68491573.2246094,40641.0739226028
6037403323,83125,1749,Low Income,No,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2407,33794601.7744141,26854.3391626016
6037403324,106146,2089,Above Moderate Income,No,No,No,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2408,85652892.2109375,45729.976431207
6037403325,127778,1582,Above Moderate Income,No,No,No,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,2409,184120306.144531,82994.0611182864
6037403326,74886,670,Low Income,Yes,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2410,20893976.203125,27695.6394669897
6037403327,101705,815,Above Moderate Income,No,No,No,District 1,City of Industry,SPA 3 - San Gabriel,2411,95594101.1445313,58739.2326598687
6037403328,89318,1710,Low Income,No,No,Yes,District 1,City of Diamond Bar,SPA 3 - San Gabriel,2412,30156996.1630859,30930.7010192516
6037403401,103750,1523,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2413,24291577.8193359,31329.9465959847
6037403402,87311,1055,Low Income,No,No,Yes,District 1,City of Walnut,SPA 3 - San Gabriel,2414,18571800.9765625,17426.7844860496
6037403403,129569,1704,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2415,42248763.2265625,42482.9612413728
6037403404,98173,699,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2416,25501443.0351563,24508.9409081616
6037403407,145000,706,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2417,50545933.3857422,36577.1983960611
6037403408,102381,2066,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2418,34523037.8574219,25578.8277277135
6037403409,102679,1353,Above Moderate Income,No,No,No,District 1,City of Walnut,SPA 3 - San Gabriel,2419,50692519.3876953,37923.9196674502
6037403500,101250,562,Above Moderate Income,No,No,No,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,2420,52900904.6933594,37011.7206648879
6037403601,94333,2106,Low Income,No,No,Yes,District 1,City of Covina,SPA 3 - San Gabriel,2421,52804692.1113281,37368.8474283504
6037403702,113021,1175,Above Moderate Income,No,No,No,District 1,City of Covina,SPA 3 - San Gabriel,2422,18411294.7939453,18679.930883638
6037403703,102344,1460,Above Moderate Income,No,No,No,District 5,City of San Dimas,SPA 3 - San Gabriel,2423,23344441.3515625,22187.8967088395
6037403721,64375,1677,Low Income,Yes,No,Yes,District 1,City of Covina,SPA 3 - San Gabriel,2424,20400845.7558594,20593.0904728218
6037403722,58995,1597,Very Low Income,Yes,No,Yes,District 1,City of Covina,SPA 3 - San Gabriel,2425,19439753.5751953,18579.5405989708
6037403801,73589,2032,Low Income,Yes,No,Yes,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,2426,20296824.0761719,21430.16347871
6037403802,68750,2050,Low Income,Yes,No,Yes,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,2427,13957913.5576172,15924.8506746082
6037403901,81172,875,Low Income,No,No,Yes,District 5,City of Glendora,SPA 3 - San Gabriel,2428,13577493.9423828,16931.3409127036
6037403902,92083,1506,Low Income,No,No,Yes,District 5,City of Glendora,SPA 3 - San Gabriel,2429,22760108.8496094,18615.3924778608
6037404000,88681,1281,Low Income,No,No,Yes,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2430,14226603.9101563,16068.9152871129
6037404100,59750,1446,Low Income,Yes,No,Yes,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2431,14636993.5263672,16139.9370667969
6037404201,59630,912,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2432,9956456.54199219,13460.7938209717
6037404203,68029,791,Low Income,Yes,No,Yes,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,2433,6947296.41113281,10555.7668801653
6037554600,81458,1177,Low Income,No,No,Yes,District 4,City of Norwalk,SPA 7 - East,2434,11352667.2988281,14455.3216473466
6037554700,81563,956,Low Income,No,No,Yes,District 4,City of Norwalk,SPA 7 - East,2435,8629341.53808594,13793.1128711348
6037554801,62228,739,Low Income,Yes,No,Yes,District 4,City of Artesia,SPA 7 - East,2436,9697516.66113281,14814.5067019816
6037554802,92893,1710,Low Income,No,No,Yes,District 4,City of Artesia,SPA 7 - East,2437,16564740.9658203,19053.2580313674
6037554900,71122,2045,Low Income,Yes,No,Yes,District 4,City of Artesia,SPA 7 - East,2438,18985472.4882813,24614.4140144093
6037555001,70970,1557,Low Income,Yes,No,Yes,District 4,City of Lakewood,SPA 7 - East,2439,13975507.4873047,17304.5758248415
6037555002,72946,1193,Low Income,Yes,No,Yes,District 4,City of Lakewood,SPA 7 - East,2440,9811588.18261719,12787.4454706377
6037555105,75902,1664,Low Income,Yes,No,Yes,District 4,City of Lakewood,SPA 7 - East,2441,11763459.9091797,18262.1111067525
6037555106,60781,922,Low Income,Yes,No,Yes,District 4,City of Hawaiian Gardens,SPA 7 - East,2442,9736114.04785156,14053.1865929202
6037555107,78947,1844,Low Income,Yes,No,Yes,District 4,City of Lakewood,SPA 7 - East,2443,13575467.3398438,17906.1493804988
6037555202,135833,1104,Above Moderate Income,No,No,No,District 4,City of Long Beach,SPA 8 - South Bay,2444,11900695.8427734,17416.3052327043
6037555211,55625,1397,Very Low Income,Yes,No,Yes,District 4,City of Hawaiian Gardens,SPA 7 - East,2445,8568238.05859375,11592.313355652
6037555212,64188,1385,Low Income,Yes,No,Yes,District 4,City of Hawaiian Gardens,SPA 7 - East,2446,8705423.1171875,14023.7882598829
6037555300,79704,1011,Low Income,Yes,No,Yes,District 4,City of Norwalk,SPA 7 - East,2447,18377893.7402344,20436.3723479572
6037570001,111786,1540,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2448,16454104.3056641,17390.4804847533
6037570002,98631,792,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2449,8380446.00683594,11629.3501793363
6037570003,101406,1275,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2450,12398713.8115234,14132.8507023198
6037570100,84120,699,Low Income,No,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2451,12303443.0205078,14342.9204323762
6037570202,56375,1730,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2452,18050068.9472656,18978.0662476636
6037570203,46654,1200,Very Low Income,Yes,Yes,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2453,14016477.9511719,15892.3763572083
6037570204,49720,1287,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2454,5895146.22167969,9702.8624906904
6037570303,53271,1273,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2455,6681831.95410156,11363.1085819145
6037570304,53778,1443,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2456,6113943.85546875,13647.5201930196
6037570305,41172,1343,Very Low Income,Yes,Yes,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2457,7901710.93554688,17570.4743221801
6037570306,52561,892,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2458,5011419.79980469,8775.11768887002
6037570402,74805,999,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2459,16425369.4550781,20070.3023768762
6037570403,55336,1060,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2460,6227049.16210938,10327.232109029
6037570404,65130,889,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2461,9204178.93847656,15535.9293619917
6037570502,72420,1883,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2462,21508629.9121094,19952.344372069
6037570503,51820,1212,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2463,5800067.17382813,9875.50779765246
6037570504,52287,997,Very Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2464,10190243.1132813,12936.5958916951
6037570601,60313,1576,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2465,8491036.5703125,12281.2876995217
6037570602,67548,1715,Low Income,Yes,No,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2466,11244330.8183594,14070.615892699
6037570603,44637,1659,Very Low Income,Yes,Yes,Yes,District 4,City of Long Beach,SPA 8 - South Bay,2467,7901030.30078125,12102.7162784539
6037570701,89821,2542,Low Income,No,No,Yes,District 4,City of Lakewood,SPA 7 - East,2468,19193911.9550781,21014.2669095974
6037570703,102614,933,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2469,9974800.82617188,13305.0766355167
6037570800,108485,1662,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2470,25706431.9453125,20305.9437114849
6037554522,103466,1495,Above Moderate Income,No,No,No,District 4,City of Cerritos,SPA 7 - East,2471,23495020.1054688,20677.8551360638
6037570901,102109,1732,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2472,19542145.5566406,18380.0118579996
6037570902,85964,1137,Low Income,No,No,Yes,District 4,City of Lakewood,SPA 7 - East,2473,11370424.9541016,14163.3963965914
6037571000,115000,1814,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2474,18914634.7900391,17770.6107154169
6037571101,109985,1595,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2475,14259406.5166016,15899.8493792939
6037571102,123750,1178,Above Moderate Income,No,No,No,District 4,City of Lakewood,SPA 7 - East,2476,13536501.7578125,15649.4055071549
6037206051,119453,909,Above Moderate Income,No,No,No,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2477,40408764.9365234,29476.2619635539
6037206052,99241,1645,Above Moderate Income,No,No,No,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2478,9776925.70410156,13446.5947663502
6037206053,28693,1197,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2479,6331758.78710938,10803.1303358808
6037206054,39647,621,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2480,4502153.55859375,9300.34051401049
6037206201,38786,1240,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Little Tokyo,SPA 4 - Metro,2481,2156821.98632813,6937.90177092357
6037206202,12344,1195,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Little Tokyo,SPA 4 - Metro,2482,4114009.19042969,9646.07427560323
6037206301,11153,1138,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2483,1467235.07617188,4941.87209733788
6037206302,7193,640,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2484,483653.241210938,3603.26368751696
6037206303,4918,564,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,2485,4692073.15625,10612.5285557099
6037207101,51544,1742,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,2486,3165333.10644531,7693.96237233932
6037207102,30564,1386,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,2487,4502100.25683594,9892.5786974005
6037207103,33487,925,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,2488,3388155.93554688,9522.76357319274
6037207303,39113,1610,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2489,1888040.55175781,5575.25906863467
6037207304,11430,1698,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2490,541446.252929688,3459.97686349696
6037207305,72330,640,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2491,2182714.78027344,8262.43863986707
6037207306,38305,1345,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2492,1736073.65625,5646.00082215477
6037207307,12283,1142,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2493,527160.046875,2910.61669087915
6037207308,93226,830,Low Income,No,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2494,492573.750976563,2815.25744293793
6037207400,93036,467,Low Income,No,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2495,9422939.10351563,15058.8005950451
6037207501,71628,1314,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2496,1460154.43164063,4739.84035644349
6037207502,17989,2297,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2497,4463490.01171875,9079.0399552431
6037207711,121477,1182,Above Moderate Income,No,No,No,District 1,Los Angeles - Downtown,SPA 4 - Metro,2498,7428549.18164063,14671.2566652357
6037207712,77213,2534,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2499,4383784.37207031,9437.95547203595
6037207901,68333,1510,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,2500,2128884.62011719,6828.32314353081
6037207902,106206,3377,Above Moderate Income,No,No,No,District 1,Los Angeles - Downtown,SPA 4 - Metro,2501,7634284.11425781,11075.6002722335
6037208001,73553,1152,Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2502,6277025.37109375,11140.085521929
6037208002,37443,1321,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2503,4063649.02148438,8994.41985174391
6037208301,50054,579,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2504,1059097.59570313,5122.53634552396
6037208302,45194,1875,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,2505,4716446.30371094,9773.07262014718
6037208401,44943,1523,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2506,2469648.36914063,6288.09197794001
6037208402,50446,839,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,2507,3704274.59179688,8618.23456482566
6037208501,62750,884,Low Income,Yes,No,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,2508,2614754.83691406,6561.52814100238
6037208502,42129,1492,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2509,2796254.31933594,6766.57691819431
6037208610,58125,1542,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,2510,3802019.99609375,8257.26639458261
6037208620,52391,1632,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,2511,3490954.75878906,8191.68116657967
6037208710,58788,2112,Very Low Income,Yes,No,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2512,1824918.22851563,5646.28176534342
6037208720,33458,1544,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2513,1753988.31445313,6905.12617518084
6037208801,40704,1337,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2514,2902686.7109375,7792.47319118525
6037208802,39400,1478,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2515,2279363.0234375,7692.52783629443
6037208902,35313,658,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2516,1980055.59765625,5658.49303756862
6037208903,42285,1083,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2517,1714545.078125,7038.4796439655
6037208904,22961,1393,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2518,1224138.453125,4504.13711885286
6037209103,29056,1105,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,2519,1337574.15820313,4685.3693469705
6037404301,48772,1340,Very Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2520,11991064.2050781,13912.436241307
6037404302,74063,605,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2521,6618697.20898438,10268.0123877982
6037404401,73125,1007,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2522,15575096.4667969,19965.3374077112
6037404402,65769,1144,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2523,36232074.3007813,27947.1718509269
6037404501,56893,699,Very Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2524,8564304.77734375,13739.6430517023
6037404503,77721,785,Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2525,7056612.66015625,10647.917016036
6037404504,58446,1316,Very Low Income,Yes,No,Yes,District 1,City of Azusa,SPA 3 - San Gabriel,2526,7107181.99707031,10608.7566611025
6037404600,86250,405,Low Income,No,No,Yes,District 1,City of Irwindale,SPA 3 - San Gabriel,2527,267656399.974609,128183.169741765
6037404701,76319,1313,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2528,18209431.3984375,18131.4639588732
6037404702,67462,1363,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2529,12499953.1035156,16182.227866812
6037404703,61925,715,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2530,14092403.3505859,23492.7752354975
6037404804,67155,1076,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2531,10191726.2832031,13759.9948601942
6037404805,49787,737,Very Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2532,4861665.609375,8754.57721521589
6037404806,68182,1476,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2533,16506072.0654297,18910.7763431317
6037404901,72384,1335,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2534,12261346.6240234,14494.8011783908
6037404902,83108,890,Low Income,No,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2535,7467003.61914063,11500.0556341763
6037404903,64766,591,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2536,5973562.21972656,10489.3723113897
6037405001,74653,1330,Low Income,Yes,No,Yes,District 1,City of Baldwin Park,SPA 3 - San Gabriel,2537,18308765.0888672,19200.3391239939
